price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
6210000.0,"Pallikaranai, Chennai - South, Tamil Nadu",1043.0,12.9460579,80.2126616,2.0,2.0,,Under Construction,New Property,1.0,,1.0,,Flat,"


                                Sree Guru Prakriti, situated at IIT colony, Pallikaranai, is a residential complex comprising of 25 units, both 2 and 3 BHK apartments, each designed perfectly - incorporating elements of sunlight and ventilation. Inclusive of lift, covered car parking and other amenities, Sree Guru Prakriti is both pocket friendly and classy with emphasis on quality
                            
more

",5953.978906999041
10700000.0,"Semmancheri, Chennai - South, Tamil Nadu",1959.0,12.875617,80.226435,3.0,3.0,,Ready to Move,New Property,,Unfurnished,,,Flat,"


                                Splendour situated at Semmencherry, an address that is brimming with opluence, glamour and the finest lifestyle indulgences. A home that offers comfort and spacious interiors. Beautiful outdoor spaces for adults, kids and elders to relax and enjoy the perfectly calm surrounding. This project is designed with the best qualities and features.This project presents beautiful homes built for absolute comfort and to make your life much more convenient. This project has mini mall named SUPERIT which has everything that a family needs right next to the property. Superit mainly consist of a food court which will have different types of restaurants. Superit also consist of other amenities like supermarket, pharmacy, Salon & spa, Fun city for kids, Gift shop and most importantly an ATM.Splendour gives you heights of happiness. Own yourself the magnificent one right in OMR. Let life unfurl in all its splendour.
                            
more

",5461.9703930576825
4170000.000000001,"Pudupakkam, Chennai - South, Tamil Nadu",1062.0,12.807262,80.197001,3.0,2.0,,Ready to Move,New Property,1.0,,2.0,,Flat,"


                                Provident Freedom is a project by Provident Housing situated in Pudupakkam, Chennai. This project offers a prosperous interior design with ultra modern facilities for high quality snug of the people. In addition to it elegant exteriors with elite planned scenery augment the attractiveness of the community. The international manner flats and surroundings offer a feel of greatly developed world exclusiveness with advanced facilities. The project is being developed with the care of project highlights, amenities, building details and flat specifications
                            
more

",3926.553672316385
8500000.0,"Siruseri, Chennai - South, Tamil Nadu",1685.0,12.824255,80.206016,3.0,3.0,,Ready to Move,New Property,1.0,Unfurnished,3.0,,Flat,"


                                Pragnya Eden Park, Siruseri, located in the heart of OMR, is a fully integrated pollution-free green township replete with potable water. Home to the prestigious PSBB School and a host of sports-centric amenities like skating, futsal, cricket, etc, Pragnya Phase II 1/2/3 BHK homes truly the best option for both - healthy and lifestyle living as well as for rental/resale value.
                            
more

",5044.510385756676
8980000.0,"Medavakkam, Chennai - South, Tamil Nadu",1632.0,12.918543,80.18796,3.0,3.0,,Ready to Move,New Property,,Unfurnished,,,Flat,"
                    
                    
                    
                       Happiness comprises of small things in life which starts at PACE AAGAM. This residential complex is situated in the core of vast green lands and clear sky which bestows the residencies with awesome scenic sight.
                    
                ",5502.450980392156
17100000.0,"Karapakkam, Chennai - South, Tamil Nadu",2686.0,12.914312,80.2269608,4.0,4.0,,Ready to Move,New Property,,Unfurnished,,,Flat,"


                                Risington from Doshi Housing-the 11.5 acres-township comprising of 496 Apartments ( Phase1) of 1, 2 and 3 BHK ranging from 538 to 2686 Sq ft. Exclusive pent house and duplex apartments are also available. Risington is a 'WOW' abode that brings you the joys of community living at an enviable location-central OMR close to all conveniences. Risington is minutes away from key destinations-Adyar-Thiruvanmiyur-Perungudi the 377 acres elcot SEZ leading companies, hospitals, educational institutions, entertainment zones and more. The 790 acre reserve forest adjoins Risington and serves as a verdant backdrop. "" Best Price on Central OMR - Rs.4950/- per sq.ft. only ""
                            
more

",6366.344005956813
3220000.0000000005,"Padur, Chennai - South, Tamil Nadu",750.0,12.8028531,80.221936,2.0,2.0,,Under Construction,New Property,1.0,,,,Flat,"
                    
                    
                    
                       GP East Wind in Padur, Chennai South by GP Homes is a residential project.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.
                    
                ",4293.333333333334
8230000.0,"Nerkundram, Chennai - West, Tamil Nadu",1089.0,13.046916,80.11049,2.0,2.0,,Ready to Move,New Property,,,2.0,,Flat,"


                                BSR's premium offering is situated at Nerkundram in chennai. Two Blocks of 116 Apartments unrivalled in comfort & convenience and situated in a main locality. BSR Balaji Enclave offers 2 and 3 BHK Apartments in two blocks of 6 & 7 floors with basement & stilt floor parking facilities. BSR Balaji Enclave feature's a Gym room, indoor games hall & multipurpose hall. Get ready to move into the most desirable address and live in a state of perfect harmony with complete peace of mind. 
                            
more

",7557.392102846648
3400000.0,"Thirumazhisai, Chennai - West, Tamil Nadu",849.0,13.0490443,80.0622226,2.0,2.0,,Under Construction,New Property,,,,,Flat,"


                                In a thoughtful endeavour to liberate children from the clutches of gadgets and provide them a platform for holistic development, CodeName New Porur offers, Genius, a platform that hones child's Unique skill in Music, Dance, Arts, Cooking and more, and helps them realise the best of their abilities. With definite location advantage, a blissful green environment equipped with amazing amenities, and a home that redefines luxury living and brings style to everyday living, the Manhattan Condos at CodeName New porur guarantee a New Dawn each day of life.
                            
more

",4004.7114252061247
2930000.0,"Siruseri, Chennai - South, Tamil Nadu",861.0,12.8299639520226,80.2014464948169,2.0,2.0,,Under Construction,New Property,,,,,Flat,"


                                Flamenco in XS Real Catalunya City, inspired by the Catalan school of architecture, falls in the xqsit category of homes. Part of XS Real Catalunya City's Phase 1 development, Flamenco will have 126 Apartments, in 2 & 3 BHK offerings ranging from 861 to 1428 sq. ft. In true XS Real style, Flamenco will be the quintessence of the architectural style of Catalonia and incorporate many of its distinctive features. As you unwind after a day's work, stretched out in your balcony with a cup of coffee, the dancing fountain, inspired by Flamenco's Magic Fountain of Montjuic will be a very calming sight to behold.
                            
more

",3403.0197444831592
4760000.0,"Sholinganallur, Chennai - South, Tamil Nadu",962.0,12.8941686,80.22151,2.0,2.0,,Under Construction,New Property,,,,,Flat,"


                                TCP - Altura Next Gen Homes is much more than just another apartment complex. It is a home, community and a lifestyle, all rolled into one. A home anywhere would give you a sense of pride and a feeling of ownership. But it takes a little more to give you a sense of belonging. A sense of being a part of a larger community of like-minded people and a subscription to a unique Next Generation culture. We invite you to come home to TCP Altura community.
                            
more

",4948.024948024948
5240000.0,"OMR, Chennai - South, Tamil Nadu",1070.0,12.9364607,80.2339504,2.0,2.0,,Ready to Move,New Property,1.0,Semi-Furnished,1.0,,Flat,"


                                EGB Shantham located in Chennai, is a residential development of EGB Builders. It offers spacious and skillfully designed 1, 2 BHK apartments. The project is well equipped with all the basic amenities to facilitate the needs of the residents. The site is in close proximity to various civic utilities.
                            
more

",4897.196261682243
3270000.0000000005,"Tiruvottiyur, Chennai - North, Tamil Nadu",747.0,13.16482,80.294364,2.0,2.0,,Ready to Move,New Property,1.0,Unfurnished,2.0,,Flat,"


                                Hansa Gems Park stands for Affordable Luxury. We know how important home is. Home is meant to be the safe space. A space to protect you and keep your dear ones safe. Hansa Gems Park is perfect for anyone who wants this perfect lifestyle.Hansa Gems Park is a development spread across 5.4 acres with 9 distinct apartments under various RERA registrations.These 9 apartments are strung together like the gems they are  by an amazing  30000 sq.ft of architect designed space for your  recreation needs! Imagine living with easy access to cricket nets, multi purpose courts, children's park, walking tracks and landscaped gardens at your door step.Hansa Gems Park is brilliantly located with the train station within  walking distance, a bus stop at the entrance, and the proposed metro also very close by. It is also within 5 mins walking distance to Satya Sai CBSE School, Vellammal New Gen School. And Ramakrishna Polytechnic. You can also find hospitals and banks within a 1.5km radius.
                            
more

",4377.510040160643
7159999.999999999,"Kovilambakkam, Chennai - South, Tamil Nadu",1194.0,12.944215,80.184499,2.0,2.0,,Ready to Move,New Property,,Unfurnished,2.0,,Flat,"


                                Jones Blazia is a visual pragmatism of luxury where you can find the unparalleled exhibition of artistry that restores the inner aura of oneself. Here you find luxurious flats for sale in pallavaram-thoraipakkam 200 feet radial road. This apartment is for sale since you will want to preserve your earnings though buying a luxury flat in Chennai. This enclave is being designed for you with 250 elegantly devised premium flats across 4 blocks and carefully inspected Vastu compliant to have all-time security and endure the iconic feel of the class by equipping the community with your natural activity space like swimming, gymming, playing, reading etc. This enclave is totally devised by the best builders in Chennai to have ensured with all-time power backup for your family to be safe each minute. Also nearby IT Corridor, GST Road, Shopping Malls, Hospitals, Schools and colleges.
                            
more

",5996.649916247906
7640000.000000001,"Sholinganallur, Chennai - South, Tamil Nadu",1365.0,12.8968883,80.2248234,2.0,2.0,,Ready to Move,New Property,1.0,Unfurnished,2.0,,Flat,"


                                A wonderful sense of aesthetic elegance and contemporary comforts go into the designing of Srishti homes. Strategically located at Sholinganallur seamlessly connecting the high growth IT corridor of OMR and the entertaiment hub of ECR makes Srishti a home of magnificent grandeur. An adobe to 72 premium apartments of 2 and 3 bedrooms, Srishti is a genuine, once in a genreation opportunity to own a unique and exclusive property 
                            
more

",5597.069597069598
9490000.0,"Sholinganallur, Chennai - South, Tamil Nadu",1455.0,12.909317,80.231731,3.0,3.0,,Under Construction,New Property,1.0,,,,Individual House,"


                                Embrace a lifestyle where convenience rules and good fortune smiles. 68 2/3 BHK flats built on a rectangular North-East extended plot, to invoke prosperity. Located just 1 km before the Sholinganallur Junction, to connect you to life's conveniences - shopping, entertainment, schools, hospitals... whatever you need. And all this, only 100 metres away from OMR, in surprisingly quiet surroundings. Each abode is subjected to stringent quality tests to ensure your safety and comfort, for years and years. Plus, they come with higher-than-average UDS. Welcome home!
                            
more

",6522.33676975945
6280000.0,"Medavakkam, Chennai - South, Tamil Nadu",1082.0,12.930587,80.190059,2.0,2.0,,Under Construction,New Property,1.0,,,,Flat,"


                                Whitefield Mudra Phase 4 is a revival of urban desire embellished with greenery throughout. Every home is an interpretation of cosy living experience that reflects in its spaciously crafted rooms. Homes here come in variants of two & three BHK.The elegantly designed homes boast of long appealing windows and a private terrace garden that allows you to retreat to a tranquil mind-set after a busy day of work. Welcome home
                            
more

",5804.066543438078
4890000.0,"Sholinganallur, Chennai - South, Tamil Nadu",890.0,12.881097,80.205051,2.0,2.0,,Under Construction,New Property,,,,,Flat,"
                    
                    
                    
                       Nexterra is 8 Acres gated community property developing at perumbakkam. This construction is of stilt + 4 apartments, coming up with 10 blocks comprised with 528 units with covered car parking.
                    
                ",5494.38202247191
5470000.0,"Tambaram, Chennai - South, Tamil Nadu",1039.0,12.930719,80.100303,2.0,2.0,,Under Construction,New Property,,,,,Flat,"


                                Prakriti' in Sanskrit means 'Nature'. It is also what is found in nature in its unaltered form and everything that you can sense. Prakriti is in your thoughts, memories, desires, and even in your aspirations.Naturally set in an enchanting destination and advantageously located at just 2 kms to the Tambaram Railway Station and the Tambaram Main Bus Terminus.
                            
more

",5264.677574590953
4500000.0,"Mannivakkam, Chennai - South, Tamil Nadu",1170.0,12.89064,80.061097,2.0,3.0,,Ready to Move,New Property,,Unfurnished,,,Flat,"


                                Set on a 2.21-acre expanse, Vijay Ganapathy Nagar is an CMDA Approved premium villa plots. Located at Mannivakkam, just 5 minutes drive from Vandalur GST Highway, We bring you perfectly laid out plots, ranging from 553 Sq.ft to 1819 Sq.ft., Located close to prominent schools, colleges, hospitals and industries. Vijay Ganapathy Nagar brings you a once-in-a lifetime opportunity to buy the plot of your dreams, which bring you the space and freedom to build your home the way you want it.
                            
more

",3846.153846153846
5130000.0,"Ayanambakkam, Chennai - West, Tamil Nadu",967.0,13.07361,80.157372,2.0,2.0,,Ready to Move,New Property,,Unfurnished,,,Flat,"
                    
                    
                    
                       AKS Sunridge has made it possible to secure the comfort of a quality home at a very attractive price. All our constructions are designed and equipped to offer maximum comfort at affordable prices.
                    
                ",5305.06721820062
5120000.0,"Madhavaram, Chennai - North, Tamil Nadu",1046.0,13.141446,80.22409,2.0,2.0,,Under Construction,New Property,1.0,,2.0,,Flat,"


                                One of the most premium residential projects in Madhavaram, Radiance Suprema is the home that is all about comfort and luxury. Located at the heart of the city and surrounded by educational, institutions, hospitals, shopping area, etc. Suprema brings you closer to the best of the world.With hand-picked amenities and luxurious fittings, these homes are crafted to rejuvenate a tired soul.
                            
more

",4894.837476099427
3880000.0,"Perumbakkam, Chennai - South, Tamil Nadu",1109.0,12.872001,80.199054,2.0,2.0,,Under Construction,New Property,1.0,,,,Flat,"


                                What happens when you passionately create a home, overlooking every single detail and thoughtfully planning every aspect for comfort and wellness? It becomes an Elite Acres homes within 10.84 acres of land extension.. These homes score high in privacy, comfort, wellness, convenience, location and everything else you would look for in a home.Located in Ottiyambakkam, your home is easily accessible by Sholinganallur, Navalur, Medavakkam and Sipcot, all just 6 km away, with proximity to hospitals, workplaces, renowned schools and institutions. Your life here would be defined by privacy, because your home is designed with no wall sharing. With 70% open space, scenic views, plenty of fitness features and every essential convenience, your experience here is one to cherish for a lifetime.
                            
more

",3498.647430117223
8500000.0,"Mogappair West, Chennai, Mogappair West, Chennai - West, Tamil Nadu",1288.0,13.072896,80.1709,2.0,2.0,1.0,,New Property,1.0,Unfurnished,1.0,Mogappair,Flat,"
                    
                    
                    
                       PROPERTY HIGHLIGHTSâ?¢Total Land Area â?? 36 Acresâ?¢Phase 1  9.5 Acres  475 units  7 Towersâ?¢Number of Floors   Basement plus Ground plus 3 Floorsâ?¢Configurations â?? 1 BHK, 2 BHK, 3 BHK and 4 BHK
                    
                ",6599.378881987577
9410000.0,"Medavakkam, Medavakkam, Chennai - South, Tamil Nadu",2140.0,12.907688,80.183631,4.0,4.0,1.0,,New Property,1.0,Unfurnished,2.0,,Flat,"


                                The best gift you can give yourself and your loved ones is good health. Casagrand Zenith, 2, 3 And 4 BHK apartments in Medavakkam, is a home created with your wellness in mind. These apartments are at the perfect distance from everything, with over 75 amenities designed to ensure you and your family are in perfect health. Experience the best of life in a home that truly cares about your wellbeing.Basement  Stilt  14 Floors.Premium fittings & features.Designed for uninterrupted views and ventilation.75 amenities that facilitate healthy living.Prominent educational institutions & IT hub
                            
more

",4397.196261682243
3000000.0,"Siruseri, Chennai - South, Tamil Nadu",965.0,12.8421730962308,80.2068336271899,2.0,2.0,1.0,,New Property,,Unfurnished,2.0,1 km from siruseri bus stop,Flat,"
                    
                    
                    
                       KG Earth Homes Phase 1 extends across 4.88 acres of a stunning landscape set amidst the thriving commercial ecosystem of Siruseri.
                    
                ",3108.8082901554403
3150000.0,"Poonamallee, Poonamallee, Chennai, Tamil Nadu",849.0,13.0461512,80.0963168,2.0,2.0,1.0,,New Property,1.0,Unfurnished,2.0,Next to KFC & Motel Highway after Poonamallee,Flat,"


                                From South Indias No.1 real estate developer comes once in a life time offer.. Exclusive dream apartments in the most happening part of the city,the New Pour, launched in a special offer price in an Exclusive Launch Window..Only first 49 apartments enjoy the unbelievable discount. Your dream home in a Dream Community in a Dream offer...Hurry and grab the Golden Offer.
                            
more

",3710.2473498233217
4990000.0,"Kovur..., Kovur, Chennai - West, Tamil Nadu",934.0,13.007748,80.1114553467748,2.0,2.0,1.0,,New Property,1.0,Unfurnished,2.0,Near by Madha Engineering College...,Flat,"


                                Welcome to a world of unhindered luxury in a locale that gives you the peace and serenity that you?ve always wanted. Up your lifestyle at Akshaya Republic in Kovur, Chennai West, that offers luxurious 2 and 3 BHK apartments ranging from 614 sq. ft. to 1471 sq. ft. Akshaya Republic is Akshaya Pvt. Ltd.?s 152nd project which brings out the classic style of colonial architecture. With over 77% of the project dedicated to open spaces, reside close to nature in a unique on-the-road project at Akshaya Republic. Cost Excludes Registration Stamp Duty And Other Charges
                            
more

",5342.612419700215
13400000.0,"Mogappair West, Chennai, Mogappair West, Chennai - West, Tamil Nadu",1878.0,13.072896,80.1709,3.0,3.0,1.0,,New Property,1.0,Unfurnished,2.0,"It is Located Near By Dr.MGR College, Sai Baba Temple.",Flat,"


                                Shree Realty, RERA and CRISIL verified Realtors proudly presents you with 3 BHK 1878 sft apartment in in Spanish Style Township, Brigade Xanadu, nestled in a bustling part of the city spread over 33 acres with lush green gardens over 10 acres with full source of natural energies and lots of antique and modern amenities such as Yoga and Meditation court, Aroma gardens, Bicycle Park, Gazebos, Amphitheater, GYM, Outdoor Barbecue space, almost all sports activity courts and Seatings with covered pergolas. It has commercial complex to make our daily purchasers hassle free.
                            
more

",7135.250266240681
46300000.0,"Cennotaph Road, Alwarpet, Chennai, Alwarpet, Chennai - Central, Tamil Nadu",2315.0,13.0327198,80.2500325,3.0,3.0,2.0,,New Property,2.0,Unfurnished,1.0,"Very close to all proximity, school, hospital, shop, metro, Bus etc.",Flat,"


                                LUXURIOUS 3BHK VILLAMENT FOR SALE IN ALWARPET, CHENNAIHomes for those who like to live it large and luxurious Create a blissful home home that exudes luxury. Experience absolute luxury on Cenotaph Road. With only one apartment on every floor, you have 2315 sq.ft of pure luxury dedicated to you. Your home is your private space and we built Spinel keeping that in mind. We design your home based completely on your preferences.Property Type – VillamentTotal floors  4 Each floor – 1 unit onlySize – 2315sqft3bhk  3TCovered car park, Lift, cctv Camera.For more details, kindly call me
                            
more

",20000.0
4100000.0,"Medavakkam, Chennai, Medavakkam, Chennai - South, Tamil Nadu",1032.0,12.961269,80.18696,2.0,2.0,1.0,Ready to Move,New Property,2.0,,2.0,"Rajkham Silver Crest Medavakkam, Chennai South",Flat,"


                                Rajkham Silver Crest in Medavakkam, Chennai South by Rajkham Builders is a residential project.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.The Apartment are of the following configurations 2BHK and 3BHK
                            
more

",3972.8682170542634
10200000.0,"Rajiv Gandhi Road, Perungudi, Perungudi, Chennai - South, Tamil Nadu",1060.0,12.966735,80.24443,2.0,2.0,1.0,,New Property,,Unfurnished,,You have metro coming up just outside of our apartment.,Flat,"


                                If you want to live in the first apartment in OMR, this is it.Thats why the name One North.One for first apartment complex in OMR70 percent of the units facing North side. Just 1 km away from Tidel Park, Taramani.we offer a great combo no at no extra costone TATA NEXON XM EV CAR WITH EACH UNIT BOOKING WITH US BEFORE 10TH MAY 2021. POSSESSION  MARCH 2022.
                            
more

",9622.641509433963
8880000.0,"Mogappair West, Chennai, Mogappair West, Chennai - West, Tamil Nadu",1270.0,13.072896003723145,80.1708984375,2.0,2.0,2.0,,New Property,1.0,Unfurnished,2.0,"Project located at Mogappair West, Chennai.",Individual House,"


                                Thanks for enquiring on our project 33 Acre Spanish Township withSpanish styled homes that maximize light and ventilation, conceptualized by famed       architects, Ricardo Bofill & Associates, Barcelona, Spain. Landscaping by Balinese landscaping by Tropland Studio, Bali .More than 10 acres of green open space ,30,000 sq.ft. of clubhouse with rooftop swimming pool, gym, squash, indoor badminton and indoor games2, 3 & 4 bedroom premium homes ranging from 110.6 sq.mt. to 237.9 sq.mt. 1190 – 2580 sq ftThe above mentioned price is only basic cost which is all Exclusive.
                            
more

",6992.1259842519685
10900000.0,"Mogappair West, Chennai, Mogappair West, Chennai - West, Tamil Nadu",1639.0,13.072896,80.1709,3.0,3.0,1.0,,New Property,2.0,Unfurnished,1.0,Near MGR University,Flat,"


                                Brigade Group brings you Brigade Xanadu, their first residential landmark in Chennai. Located close to key social institutions, IT parks, manufacturing hubs and the proposed Metro station, this 33acre integrated development offers a world of premium amenities including retail.
                            
more

",6650.39658328249
13300000.0,"Mogappair, Chennai, Mogappair, Chennai - West, Tamil Nadu",1962.0,13.0761233,80.1748162,3.0,3.0,2.0,,New Property,2.0,Unfurnished,3.0,"Chanakyan Main Road, Mogappair.",Flat,"


                                Luxuriously crafted 146 finest signature apartments on 3.46 acres in MogappairBasement  Ground  8 floors design structureCasagrand Millenia offers the most stunning modern architectural elevation with a beautiful glass façadeThe most thoughtfully designed 3 BHK, 4 BHK & 5 BHK duplex apartments75 open space provides ample light & ventilation50 worldclass lifestyle amenities exclusively designed for the communityExtravagantly designed clubhouse with a luxurious ambienceA sprawling 32,000 sft of centralised landscaped podiumThe most premium specifications for a luxurious lifestyle
                            
more

",6778.797145769623
12000000.0,"Balaji Nagar Main Road, Adambakkam, Adambakkam, Chennai - South, Tamil Nadu",1489.0,12.9880885,80.2024935,3.0,3.0,1.0,,New Property,1.0,Unfurnished,1.0,Adambakkam MRTS Station,Flat,"


                                Located at Balaji Nagar Main Road, Adambakkam. A lively place developed with the trusted quality .The project is well equipped a and will fulfill the needs of all residents, the site is in close proximity to various civic utility .Imagine a place within the city, where of fresh open space, landscape terrace garden seating with beautiful view and  apartments is shared by a community of happy families and its adjacent to the Jawaharlal Nehru Road.
                            
more

",8059.100067159167
